Salary,G,A,S,SOG,INT,CR,CC,TKLW,FC,FS,P,Player,Points,Percentage,Total_Kicks,Win %,D,F,M,M/F,LIV,LEI,MCI,CHE,MUN,WLV,TOT,SHU,ARS,CRY,NEW,BHA,BUR,EVE,BOU,WHU,AVL,SOU,NOR,WAT
3900,0.0,0.0,1.93,0.59,0.59,0.45,0.74,0.74,1.49,1.34,30.89,Marco Stiepermann,0.0,0.0,0.0,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5900,0.27,0.27,1.89,1.08,0.0,1.62,1.35,0.54,1.35,0.54,34.59,Harvey Barnes,24.2,26.67,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,0.13,0.25,1.88,0.5,0.5,2.13,2.5,1.25,0.88,4.0,41.75,Jack Grealish,34.3,0.0,1.3333333333333333,39.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5700,0.14,0.0,1.85,0.43,0.43,0.0,1.28,0.71,1.14,0.85,27.11,Joelinton,2.3,25.0,0.0,9.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4700,0.64,0.0,1.81,1.42,0.26,0.9,1.55,0.39,1.93,1.16,14.44,Callum Wilson,4.6,52.38,0.0,54.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3300,0.59,0.0,1.78,0.89,1.48,0.59,0.3,0.3,0.59,0.3,30.2,Jeff Hendrick,0.5,0.0,0.0,14.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7000,0.29,0.0,1.76,0.59,0.59,2.93,2.05,0.29,0.0,0.88,38.99,Jonjo Shelvey,0.0,0.0,1.0,9.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6600,0.4,0.0,1.75,0.81,0.0,0.4,0.54,0.27,0.4,0.94,16.19,Chris Wood,19.8,0.0,0.0,14.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6700,0.29,0.0,1.73,0.58,1.44,5.77,2.02,0.0,0.29,0.29,16.15,Johann Berg Gudmundsson,0.0,0.0,0.8888888888888888,14.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6700,0.31,0.16,1.71,0.62,0.62,4.19,1.86,1.55,1.71,1.55,39.41,Erik Lamela,14.1,34.84,2.6666666666666665,68.18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,0.26,0.26,1.7,0.78,0.78,0.13,1.7,0.78,0.92,2.22,37.28,Todd Cantwell,2.5,27.78,0.0,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8200,0.0,1.68,1.68,0.84,1.68,0.84,3.36,0.84,0.84,0.0,46.26,Callum Hudson-Odoi,19.8,40.0,0.0,73.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,0.0,0.0,1.68,0.17,0.17,6.04,3.36,0.84,0.84,0.67,50.54,Pascal Gross,21.2,0.0,2.2222222222222223,32.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4500,0.0,0.0,1.67,0.42,1.39,0.83,0.83,0.97,2.09,0.83,66.63,Pierre-Emile Hojbjerg,5.3,0.0,0.0,21.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3600,0.0,0.0,1.67,0.39,1.16,0.39,1.28,0.64,1.03,0.39,64.07,Abdoulaye Doucoure,17.5,0.0,0.0,12.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3900,0.0,0.0,1.67,0.0,2.5,3.33,2.5,1.67,0.83,1.67,40.83,Demarai Gray,2.5,28.57,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,0.0,0.55,1.64,0.0,1.09,6.0,3.82,1.64,2.18,1.64,56.73,Marc Albrighton,0.0,0.0,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,0.63,0.13,1.63,0.88,0.13,1.0,0.5,0.25,0.75,0.25,12.38,Jamie Vardy,14.7,54.55,0.0,64.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,0.13,0.0,1.63,0.38,0.63,5.63,1.5,1.0,1.0,0.63,36.25,James Ward-Prowse,11.2,0.0,4.333333333333333,21.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3200,0.16,0.0,1.6,0.32,1.6,1.76,0.48,0.64,1.12,0.48,53.42,Ruben Neves,2.4,0.0,1.2222222222222223,53.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,0.0,0.0,1.5,0.0,1.5,1.5,2.25,0.0,1.5,0.75,51.0,Morgan Gibbs-White,0.0,34.84,0.0,53.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,0.0,0.0,1.5,1.0,0.0,0.0,1.0,1.0,1.5,1.0,24.0,Troy Deeney,0.0,0.0,0.0,12.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5900,0.0,0.0,1.49,0.27,0.54,0.95,0.41,0.81,0.68,1.9,21.58,Miguel Almiron,4.4,0.0,0.0,9.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5500,0.0,0.0,1.44,0.96,2.4,3.6,1.44,2.16,0.48,1.68,65.04,Emerson Palmieri,0.0,0.0,0.1111111111111111,73.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,0.2,0.2,1.41,0.4,0.81,6.44,1.41,0.4,0.4,2.01,30.2,Ryan Fraser,17.0,29.41,2.2222222222222223,54.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3400,0.13,0.0,1.4,0.26,2.43,0.0,0.0,1.4,1.53,0.89,37.91,Fabian Schar,1.5,0.0,0.0,9.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6200,0.0,0.5,1.39,0.5,0.38,6.06,2.52,0.76,0.88,1.51,51.88,Emiliano Buendia,11.7,25.0,4.777777777777778,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3200,0.0,0.13,1.34,0.13,2.94,0.4,0.53,1.6,1.34,0.53,43.26,Philip Billing,3.8,0.0,0.0,54.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6600,0.38,0.19,1.33,0.38,0.76,4.58,1.33,0.95,0.76,2.67,25.74,Adama Traore,10.0,0.0,0.0,53.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,0.0,0.17,1.33,0.33,1.0,1.17,1.17,1.67,1.33,0.5,55.17,Davy Propper,6.0,0.0,0.0,32.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7300,0.0,0.26,1.29,0.13,0.77,6.31,1.03,1.16,0.64,1.29,21.24,Dwight McNeil,13.9,0.0,2.4444444444444446,14.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3800,0.64,0.0,1.29,0.64,0.96,0.32,0.96,0.96,1.61,2.57,43.71,Douglas Luiz,2.3,0.0,0.0,39.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4300,0.21,0.21,1.27,0.21,1.7,1.06,1.06,1.7,1.7,2.33,30.35,Will Hughes,1.0,0.0,0.0,12.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5500,0.63,0.0,1.25,0.63,2.82,0.31,0.31,0.63,2.51,0.63,43.59,N'Golo Kante,0.0,0.0,0.0,73.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9200,0.0,0.63,1.25,0.31,0.63,1.57,1.57,0.94,0.94,1.57,35.44,Christian Pulisic,3.3,38.17,0.0,73.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,0.0,0.0,1.21,0.72,0.48,0.0,0.0,0.97,0.48,0.48,48.98,Maya Yoshida,2.6,0.0,0.0,21.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3700,0.0,0.0,1.16,0.17,1.66,0.0,0.0,0.33,0.83,0.83,64.81,Kurt Zouma,7.6,0.0,0.0,73.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0.0,0.0,1.15,0.0,1.31,0.65,0.82,1.15,1.15,1.31,81.82,Moritz Leitner,6.4,0.0,0.0,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5200,0.0,0.0,1.13,0.0,1.5,4.13,0.75,2.25,0.38,0.38,54.38,Aaron Mooy,-0.7,0.0,0.6666666666666666,32.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3300,0.13,0.13,1.13,0.25,2.0,0.25,0.5,1.13,0.25,0.75,42.25,Nathan Ake,6.3,0.0,0.0,54.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5300,0.0,0.21,1.06,0.63,1.48,4.23,1.48,1.06,0.42,0.42,39.3,Solomon March,5.0,0.0,0.5555555555555556,32.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4600,0.0,0.0,1.05,0.0,1.05,1.41,0.35,2.46,1.76,1.05,45.35,Dennis Praet,0.1,0.0,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,0.0,0.21,1.03,0.62,0.83,2.07,1.03,1.45,1.24,1.24,34.76,Ayoze Perez,2.8,31.25,0.0,64.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,0.0,0.0,1.02,0.25,1.91,0.25,0.38,1.78,1.53,0.51,64.67,Dale Stephens,5.1,0.0,0.0,32.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2700,0.15,0.0,1.02,0.58,1.74,0.15,0.73,1.02,0.44,0.44,45.07,Jannik Vestergaard,1.7,0.0,0.0,21.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4500,0.25,0.25,1.02,0.51,0.38,0.38,1.27,0.38,1.4,1.14,23.26,Joshua King,3.1,43.48,0.1111111111111111,54.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6900,0.0,0.0,1.0,0.33,1.67,7.67,2.33,1.33,1.67,1.33,34.33,Matt Ritchie,0.0,0.0,1.5555555555555556,9.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4500,0.0,0.0,0.98,0.0,0.0,1.96,0.98,1.47,0.49,0.0,55.27,Christian Fuchs,0.0,0.0,0.0,64.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,0.0,0.0,0.97,0.32,1.94,2.1,0.32,1.94,0.81,0.49,32.7,Jonny,5.7,0.0,0.0,53.51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,0.0,0.0,0.95,0.27,0.95,0.0,0.0,0.54,1.22,0.27,49.14,Craig Dawson,1.8,0.0,0.0,12.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4800,0.23,0.23,0.93,0.23,0.93,2.32,1.16,1.62,0.23,0.7,27.84,Jetro Willems,3.4,0.0,0.0,9.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3500,0.0,0.15,0.93,0.15,2.01,0.77,0.62,1.7,0.77,0.77,28.87,Isaac Hayden,0.0,0.0,0.0,9.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3500,0.0,0.0,0.91,0.15,0.91,1.07,0.91,1.22,0.76,1.52,78.88,Harry Winks,4.4,0.0,0.0,68.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7600,0.0,0.0,0.9,0.9,0.0,0.0,3.6,0.0,3.6,0.9,26.1,Olivier Giroud,0.0,51.22,0.0,73.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.89,0.89,15.15,Yoshinori Muto,0.0,0.0,0.0,9.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,0.0,0.0,0.88,0.88,0.88,0.88,0.88,1.76,0.0,0.0,48.53,Eric Dier,0.0,0.0,0.0,68.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,0.44,0.22,0.88,0.44,1.09,0.66,0.88,2.63,1.31,2.41,46.86,Tanguy Ndombele,2.2,0.0,0.0,68.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,0.22,0.0,0.87,0.65,1.52,1.3,0.22,0.65,1.09,0.43,36.96,Matt Doherty,1.8,0.0,0.0,53.51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,0.29,0.0,0.86,0.29,3.71,0.14,0.57,2.29,1.57,0.57,50.0,Wilfred Ndidi,4.6,0.0,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,0.0,0.43,0.85,0.0,3.41,4.27,1.71,1.71,2.56,1.71,51.61,Serge Aurier,15.2,0.0,0.0,68.18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0.0,0.0,0.85,0.0,2.55,1.7,0.0,0.85,0.85,1.7,73.02,Ben Davies,0.0,0.0,0.0,68.18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,0.0,0.0,0.84,0.17,3.38,0.0,0.34,1.01,1.69,1.35,62.48,Etienne Capoue,0.0,0.0,0.0,12.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3100,0.0,0.28,0.84,0.28,2.52,0.28,0.84,1.12,0.84,0.84,50.75,Hamza Choudhury,0.0,0.0,0.0,64.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,0.0,0.0,0.83,0.0,0.5,0.83,0.5,1.33,1.33,1.5,38.0,Max Aarons,6.3,0.0,0.0,22.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4100,0.0,0.2,0.81,0.61,1.22,1.63,1.83,1.42,1.42,1.02,40.02,Sean Longstaff,3.8,0.0,0.7777777777777778,9.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,0.27,0.0,0.81,0.81,1.62,0.54,0.0,0.54,1.89,1.08,44.73,Romain Saiss,0.0,0.0,0.0,53.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,0.13,0.13,0.79,0.13,2.37,0.26,1.18,1.84,1.05,1.45,70.79,Jorginho,6.6,30.77,0.0,73.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0.0,0.0,0.79,0.31,1.26,0.0,0.63,1.26,1.1,0.79,29.69,Jack Cork,0.0,0.0,0.0,14.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5600,0.0,0.78,0.78,0.78,0.78,3.91,1.57,0.0,0.78,0.0,39.91,Pedro Neto,0.0,36.36,0.1111111111111111,53.51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,0.0,0.52,0.78,0.0,1.56,4.42,1.82,1.82,1.56,0.52,55.92,Marcos Alonso,22.0,0.0,0.1111111111111111,73.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,0.0,0.13,0.77,0.0,0.26,2.07,0.52,0.52,2.2,0.9,53.85,Moussa Sissoko,2.8,0.0,0.0,68.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,0.0,0.0,0.75,0.13,1.63,0.13,0.25,1.38,0.88,1.38,30.13,James Tarkowski,2.4,0.0,0.0,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4600,0.0,0.36,0.73,0.36,0.73,0.0,1.45,0.0,1.81,0.73,24.31,Jota,0.0,26.67,0.0,39.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3600,0.0,0.0,0.7,0.0,2.24,0.28,0.14,0.7,1.12,1.26,44.79,Jefferson Lerma,0.0,0.0,0.0,54.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4500,0.0,0.17,0.67,0.17,3.03,4.37,0.67,0.84,2.19,1.01,31.12,Frederic Guilbert,15.4,0.0,0.0,39.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3000,0.0,0.0,0.67,0.33,1.0,0.0,0.0,0.67,0.67,0.67,47.67,Grant Hanley,0.0,0.0,0.0,22.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3200,0.33,0.0,0.66,0.33,2.32,0.66,0.0,1.33,1.0,1.0,41.18,Chris Mepham,0.0,0.0,0.0,54.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3100,0.0,0.0,0.65,0.0,0.87,1.95,0.0,0.87,0.65,0.65,24.01,Emil Krafth,0.0,0.0,0.0,9.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4400,0.0,0.0,0.64,0.0,0.32,4.15,0.96,0.96,0.96,0.0,52.34,Daryl Janmaat,11.2,0.0,0.0,12.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4700,0.0,0.42,0.63,0.21,0.63,2.5,1.88,0.63,0.83,0.63,26.67,Christian Atsu,1.7,0.0,0.5555555555555556,9.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5600,0.25,0.0,0.63,0.25,1.75,1.88,0.63,2.5,1.63,1.5,60.25,Ricardo Pereira,13.3,0.0,0.0,64.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0.0,0.0,0.61,0.0,1.22,0.3,0.3,0.76,0.61,0.15,30.91,Leander Dendoncker,1.3,0.0,0.0,53.51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100,0.0,0.0,0.58,0.29,0.29,5.53,1.02,1.46,1.17,0.29,41.07,Jose Holebas,1.3,0.0,3.0,12.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,0.0,0.0,0.58,0.29,0.29,1.15,0.0,1.44,0.87,1.73,34.04,Adam Smith,4.0,0.0,0.0,54.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4600,0.0,0.19,0.57,0.0,0.76,0.19,1.14,1.9,0.19,2.28,63.61,Mateo Kovacic,5.7,0.0,0.0,73.2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,0.0,0.0,0.55,0.0,0.55,1.65,0.0,2.2,2.2,1.1,23.05,Ruben Vinagre,0.0,0.0,0.0,53.51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,0.0,0.0,0.55,0.0,1.1,0.0,0.27,2.74,2.74,0.82,58.17,Tom Trybull,2.0,0.0,0.0,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3800,0.0,0.39,0.53,0.0,2.1,1.97,1.05,2.63,0.79,1.18,35.08,Erik Pieters,7.0,0.0,0.0,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3900,0.0,0.0,0.52,0.0,1.3,0.39,0.78,2.85,1.82,0.65,55.5,Oriol Romeu,3.2,0.0,0.0,21.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2500,0.0,0.0,0.5,0.25,0.75,0.0,0.25,1.0,1.5,0.5,62.5,Davinson Sanchez,0.7,0.0,0.0,68.18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,0.0,0.0,0.5,0.0,1.0,2.67,1.33,1.33,0.83,0.5,42.17,Kiko Femenia,-1.5,0.0,0.1111111111111111,12.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4000,0.0,0.25,0.5,0.0,0.38,3.13,1.88,0.88,2.0,0.88,44.13,Ashley Westwood,13.1,25.0,2.111111111111111,14.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3200,0.0,0.0,0.5,0.13,1.88,0.0,0.38,0.5,0.38,1.0,32.63,Ben Mee,2.8,0.0,0.0,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3500,0.0,0.0,0.5,0.0,2.98,0.99,0.0,1.99,0.99,1.49,40.28,Sam Byram,0.0,0.0,0.0,22.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3800,0.0,0.0,0.42,0.0,0.84,0.84,0.0,1.26,1.68,1.26,22.29,Aaron Lennon,1.8,0.0,0.0,14.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4900,0.0,0.4,0.4,0.0,3.21,6.41,2.2,1.4,0.8,0.6,41.69,Diego Rico,15.9,0.0,2.111111111111111,54.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3500,0.2,0.0,0.4,0.2,2.8,0.0,0.4,1.4,0.4,1.0,75.6,Fikayo Tomori,4.9,0.0,0.0,73.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,0.19,0.0,0.38,0.19,1.72,0.76,0.57,1.15,0.57,1.91,52.93,Kenny McLean,7.9,0.0,0.0,22.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2500,0.0,0.0,0.38,0.13,1.25,0.0,0.0,0.25,0.38,0.0,54.88,Ben Godfrey,3.0,0.0,0.0,22.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4300,0.0,0.0,0.37,0.0,1.12,2.98,0.74,1.86,0.37,1.86,68.8,Kyle Walker-Peters,0.0,0.0,0.0,68.18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,0.0,0.17,0.33,0.17,1.17,3.5,0.83,0.67,0.83,1.17,73.83,Ben Chilwell,5.8,0.0,0.2222222222222222,64.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,0.0,0.0,0.33,0.0,1.33,4.33,1.0,2.33,0.0,0.0,39.33,Cedric Soares,0.0,0.0,0.0,21.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2500,0.0,0.0,0.33,0.0,3.33,0.0,0.0,1.67,0.33,0.67,28.0,Christian Kabasele,3.8,0.0,0.0,12.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3400,0.0,0.0,0.32,0.0,1.43,1.11,0.16,0.79,0.79,0.63,36.92,Neil Taylor,0.0,0.0,0.0,39.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4700,0.0,0.0,0.29,0.0,1.14,1.57,0.71,1.43,1.0,1.29,47.0,Martin Montoya,6.6,0.0,0.0,32.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3600,0.0,0.0,0.29,0.29,1.57,0.57,0.14,1.57,0.29,0.43,33.57,Paul Dummett,0.0,0.0,0.0,9.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3500,0.0,0.0,0.28,0.0,1.11,2.23,0.56,0.28,0.28,0.84,29.26,Yan Valery,-0.8,0.0,0.0,21.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3900,0.0,0.0,0.26,0.26,1.56,0.0,1.04,2.08,0.52,0.78,41.62,Marvelous Nakamba,4.6,0.0,0.0,39.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3700,0.0,0.0,0.26,0.26,1.29,1.55,0.26,1.55,0.26,0.78,35.69,Jack Stacey,0.0,0.0,0.0,54.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2900,0.0,0.0,0.26,0.0,1.66,0.13,0.0,0.26,0.38,0.26,42.51,Bjorn Engels,2.9,0.0,0.0,39.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2600,0.0,0.0,0.25,0.0,1.77,0.0,0.13,0.13,0.76,0.38,28.44,Jamaal Lascelles,-0.7,0.0,0.0,9.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4300,0.0,0.25,0.25,0.0,1.13,3.25,1.5,1.38,1.13,0.38,57.25,Cesar Azpilicueta,6.7,0.0,0.0,73.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,0.0,0.25,0.25,0.0,2.13,0.0,0.25,0.75,0.88,0.88,65.5,Lewis Dunk,2.9,0.0,0.0,32.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2500,0.0,0.0,0.25,0.0,2.25,0.0,0.0,1.0,1.0,1.25,49.75,Shane Duffy,0.1,0.0,0.0,32.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
