Symbol,FinalSettlementPrice,EvaluationDate,FirstTradeDate,ErisPAIDate,EffectiveDate,CashFlowAlignmentDate,MaturityDate,NPV (A),FixedNPV,FloatingNPV,Coupon (%),FairCoupon (%),FixedPayment,FloatingPayment,NextFixedPaymentDate,NextFixedPaymentAmount,PreviousFixingDate,PreviousFixingRate,NextFloatingPaymentDate,NextFloatingPaymentAmount,NextFixingDate,PreviousSettlementDate,PreviousSettlementPrice,PreviousErisPAI,FedFundsDate,FedFundsRate (%),AccrualDays,DailyIncrementalErisPAI,AccruedCoupons (B),ErisPAI (C),SettlementPrice (100+A+B-C),RFQ NPV TickSize ($),Nominal,ResetRateDescriptor,InterpolationFactor,HighTradePrice,LowTradePrice,LastTradePrice,DailyContractVolume,Tag55(T),Tag65(T),Tag55(T+1),Tag65(T+1),LastTradeDate,InitialSpeculatorMargin,SecondarySpeculatorMargin,InitialHedgerMargin,SecondaryHedgerMargin,ExchangeSymbol (EX005),BloombergTicker,FirstFixingDate,Category,BenchmarkContractName,PV01,DV01,ShortName,EffectiveYearMonth,UnpaidFixedAccrualStartDate,UnpaidFixedAccrual,UnpaidFloatingAccrualStartDate,UnpaidFloatingAccrual,NetUnpaidFixedFloatingAccrual,NPV(A)lessNetUnpaidFixedFloatingAccrual,AccruedCoupons(B)plusNetUnpaidFixedFloatingAccrual
LIDU18,101.7068,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2022,09/19/2022,2.0083576835,6.5910651404,-4.5827074569,2.2500000000,1.5644044716,0.0000000000,0.0000000000,03/19/2020,1.1250000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,101.6268,-0.0295636596,09/25/2019,1.9000000000,1,0.0001017703,-0.3310498611,-0.0294618893,101.7067697117,"",100,2M-3M,1.0000000000,"","","","","","","","",09/16/2022,858,780,780,780,LID,LIDU18,09/17/2018,"","",29.29,29.99,"",201809,09/19/2019,0.0437500000,09/19/2019,0.0420803056,0.0016696944,2.0066879891,-0.3293801667
LIWU18,102.5362,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2023,09/19/2023,2.8303958894,8.7367537611,-5.9063578717,2.2500000000,1.5210804350,0.0000000000,0.0000000000,03/19/2020,1.1250000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,102.4190,-0.0369942036,09/25/2019,1.9000000000,1,0.0001431870,-0.3310498611,-0.0368510166,102.5361970449,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2023,1045,950,950,950,LIW,LIWU18,09/17/2018,"","",38.83,39.83,"",201809,09/19/2019,0.0437500000,09/19/2019,0.0420803056,0.0016696944,2.8287261950,-0.3293801667
LIBU18,104.0128,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2025,09/19/2025,4.2865247978,12.9497269833,-8.6632021855,2.2500000000,1.5052213025,0.0000000000,0.0000000000,03/19/2020,1.1250000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,103.8480,-0.0575708080,09/25/2019,1.9000000000,1,0.0002175236,-0.3310498611,-0.0573532844,104.0128282211,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2025,1579,1435,1435,1435,LIB,LIBU18,09/17/2018,"","",57.55,59.49,"",201809,09/19/2019,0.0437500000,09/19/2019,0.0420803056,0.0016696944,4.2848551034,-0.3293801667
LIYU18,108.1706,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2028,09/19/2028,8.2233412248,21.1802534404,-12.9569122157,2.5000000000,1.5293622728,0.0000000000,0.0000000000,03/19/2020,1.2500000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,107.8720,-0.0287699075,09/25/2019,1.9000000000,1,0.0004182269,-0.0810498611,-0.0283516806,108.1706430443,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2028,2310,2100,2100,2100,LIY,LIYU18,09/17/2018,"","",84.72,89.33,"",201809,09/19/2019,0.0486111111,09/19/2019,0.0420803056,0.0065308056,8.2168104192,-0.0745190555
LIEU18,118.9684,09/26/2019,03/19/2018,03/19/2018,09/19/2018,09/19/2048,09/21/2048,18.8942018933,59.1573159751,-40.2631140818,2.5000000000,1.7015272506,0.0000000000,0.0000000000,03/19/2020,1.2500000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,118.0060,-0.1561602151,09/25/2019,1.9000000000,1,0.0009463530,-0.0810498611,-0.1552138621,118.9683658943,"",100,2M-3M,1.0000000000,"","","","","","","","",09/18/2048,5280,4800,4800,4800,LIE,LIEU18,09/17/2018,"","",236.63,264.87,"",201809,09/19/2019,0.0486111111,09/19/2019,0.0420803056,0.0065308056,18.8876710877,-0.0745190555
LITZ18,101.2380,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2020,12/21/2020,1.8644079917,4.0930732282,-2.2286652366,2.7500000000,1.4973661742,0.0000000000,0.0000000000,12/19/2019,1.3750000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,101.2100,0.0114594906,09/25/2019,1.9000000000,1,0.0000969167,-0.6148658333,0.0115564073,101.2379857511,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2020,259,235,235,235,LIT,LITZ18,12/17/2018,"","",14.88,10.22,"",201812,06/19/2019,0.7409722222,09/19/2019,0.0420803056,0.6988919167,1.1655160750,0.0840260834
LICZ18,102.5307,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2021,12/20/2021,3.1670219798,6.7618926616,-3.5948706818,2.7500000000,1.4620010801,0.0000000000,0.0000000000,12/19/2019,1.3750000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,102.4826,0.0212636645,09/25/2019,1.9000000000,1,0.0001646017,-0.6148658333,0.0214282662,102.5307278803,"",100,2M-3M,1.0000000000,"","","","","","","","",12/17/2021,638,580,580,580,LIC,LICZ18,12/17/2018,"","",24.59,23.58,"",201812,06/19/2019,0.7409722222,09/19/2019,0.0420803056,0.6988919167,2.4681300631,0.0840260834
LIDZ18,103.8434,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2022,12/19/2022,4.4892060961,9.4003134178,-4.9111073217,2.7500000000,1.4367122174,0.0000000000,0.0000000000,12/19/2019,1.3750000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,103.7503,0.0306740319,09/25/2019,1.9000000000,1,0.0002320043,-0.6148658333,0.0309060362,103.8434342266,"",100,2M-3M,1.0000000000,"","","","","","","","",12/16/2022,924,840,840,840,LID,LIDZ18,12/17/2018,"","",34.18,32.44,"",201812,06/19/2019,0.7409722222,09/19/2019,0.0420803056,0.6988919167,3.7903141794,0.0840260834
LIWZ18,105.1199,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2023,12/19/2023,5.7737234681,12.0149308354,-6.2412073672,2.7500000000,1.4284992977,0.0000000000,0.0000000000,12/19/2019,1.3750000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,104.9952,0.0386666273,09/25/2019,1.9000000000,1,0.0002981250,-0.6148658333,0.0389647523,105.1198928825,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2023,1122,1020,1020,1020,LIW,LIWZ18,12/17/2018,"","",43.69,42.86,"",201812,06/19/2019,0.7409722222,09/19/2019,0.0420803056,0.6988919167,5.0748315514,0.0840260834
LIBZ18,107.4686,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2025,12/19/2025,8.1318578681,17.1478844792,-9.0160266111,2.7500000000,1.4458969099,0.0000000000,0.0000000000,12/19/2019,1.3750000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,107.2975,0.0479911844,09/25/2019,1.9000000000,1,0.0004201324,-0.6148658333,0.0484113168,107.4685807180,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2025,1650,1500,1500,1500,LIB,LIBZ18,12/17/2018,"","",62.36,62.93,"",201812,06/19/2019,0.7409722222,09/19/2019,0.0420803056,0.6988919167,7.4329659514,0.0840260834
LIYZ18,112.9024,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2028,12/19/2028,13.5044478657,26.8278179844,-13.3233701187,3.0000000000,1.4898755605,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,112.5832,0.1114556941,09/25/2019,1.9000000000,1,0.0006958505,-0.4898658333,0.1121515446,112.9024304878,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2028,2420,2200,2200,2200,LIY,LIYZ18,12/17/2018,"","",89.43,93.82,"",201812,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,12.7381948379,0.2763871945
LIEZ18,130.9963,09/26/2019,06/18/2018,06/18/2018,12/19/2018,12/19/2048,12/21/2048,31.6805462478,72.2214659851,-40.5409197373,3.0000000000,1.6840250686,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,129.9647,0.1927860080,09/25/2019,1.9000000000,1,0.0016174988,-0.4898658333,0.1944035068,130.9962769077,"",100,2M-3M,1.0000000000,"","","","","","","","",12/18/2048,5280,4800,4800,4800,LIE,LIEZ18,12/17/2018,"","",240.74,283.46,"",201812,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,30.9142932200,0.2763871945
LITH19,101.5727,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2021,03/22/2021,1.4963307292,4.0788521242,-2.5825213950,2.7500000000,1.7411599195,0.0000000000,0.0000000000,03/20/2020,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,101.5360,0.0158565054,09/25/2019,1.9000000000,1,0.0000770313,0.0923002222,0.0159335367,101.5726974147,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2021,358,325,325,325,LIT,LITH19,03/18/2019,"","",14.83,12.67,"",201903,09/20/2019,0.0458333333,09/20/2019,0.0359313333,0.0099020000,1.4864287292,0.1022022222
LICH19,102.8877,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2022,03/21/2022,2.8224552031,6.7399748792,-3.9175196761,2.7500000000,1.5984004840,0.0000000000,0.0000000000,03/20/2020,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,102.8324,0.0268800387,09/25/2019,1.9000000000,1,0.0001460374,0.0923002222,0.0270260761,102.8877293492,"",100,2M-3M,1.0000000000,"","","","","","","","",03/18/2022,638,580,580,580,LIC,LICH19,03/18/2019,"","",24.51,26.27,"",201903,09/20/2019,0.0458333333,09/20/2019,0.0359313333,0.0099020000,2.8125532031,0.1022022222
LIDH19,104.1934,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2023,03/20/2023,4.1382211693,9.3706415760,-5.2324204067,2.7500000000,1.5355571976,0.0000000000,0.0000000000,03/20/2020,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,104.0902,0.0369330196,09/25/2019,1.9000000000,1,0.0002129500,0.0923002222,0.0371459696,104.1933754219,"",100,2M-3M,1.0000000000,"","","","","","","","",03/17/2023,990,900,900,900,LID,LIDH19,03/18/2019,"","",34.08,34.91,"",201903,09/20/2019,0.0458333333,09/20/2019,0.0359313333,0.0099020000,4.1283191693,0.1022022222
LIWH19,105.4489,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2024,03/20/2024,5.4021496224,11.9772423178,-6.5750926954,2.7500000000,1.5096550969,0.0000000000,0.0000000000,03/20/2020,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,105.3168,0.0452248930,09/25/2019,1.9000000000,1,0.0002781257,0.0923002222,0.0455030187,105.4489468259,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2024,1177,1070,1070,1070,LIW,LIWH19,03/18/2019,"","",43.55,45.39,"",201903,09/20/2019,0.0458333333,09/20/2019,0.0359313333,0.0099020000,5.3922476224,0.1022022222
LIBH19,107.7668,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2026,03/20/2026,7.7307597612,17.0937713213,-9.3630115601,2.7500000000,1.5062961418,0.0000000000,0.0000000000,03/20/2020,1.3750000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,107.5906,0.0558940367,09/25/2019,1.9000000000,1,0.0003986948,0.0923002222,0.0562927315,107.7667672519,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2026,1716,1560,1560,1560,LIB,LIBH19,03/18/2019,"","",62.16,65.42,"",201903,09/20/2019,0.0458333333,09/20/2019,0.0359313333,0.0099020000,7.7208577612,0.1022022222
LIYH19,113.1602,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2029,03/20/2029,13.0560973647,26.7393580534,-13.6832606888,3.0000000000,1.5351820333,0.0000000000,0.0000000000,03/20/2020,1.5000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,112.8251,0.1125474420,09/25/2019,1.9000000000,1,0.0006713516,0.2173002222,0.1132187936,113.1601787933,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2029,2497,2270,2270,2270,LIY,LIYH19,03/18/2019,"","",89.13,96.31,"",201903,09/20/2019,0.0500000000,09/20/2019,0.0359313333,0.0140686667,13.0420286980,0.2313688889
LIEH19,131.1639,09/26/2019,09/17/2018,09/17/2018,03/20/2019,03/20/2049,03/22/2049,31.1442297023,71.9537229352,-40.8094932329,3.0000000000,1.7014891614,0.0000000000,0.0000000000,03/20/2020,1.5000000000,09/18/2019,0.0215588000,12/20/2019,0.5449585556,12/18/2019,09/25/2019,130.1239,0.1960061988,09/25/2019,1.9000000000,1,0.0015887497,0.2173002222,0.1975949485,131.1639349760,"",100,2M-3M,1.0000000000,"","","","","","","","",03/19/2049,5280,4800,4800,4800,LIE,LIEH19,03/18/2019,"","",239.85,285.70,"",201903,09/20/2019,0.0500000000,09/20/2019,0.0359313333,0.0140686667,31.1301610356,0.2313688889
LITM19,102.3534,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2021,06/21/2021,2.9996941857,5.9291038469,-2.9294096612,3.0000000000,1.4822187654,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,102.3093,0.0280348834,09/25/2019,1.9000000000,1,0.0001559813,-0.6180611111,0.0281908647,102.3534422099,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2021,429,390,390,390,LIT,LITM19,06/17/2019,"","",19.76,15.32,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,2.2334411579,0.1481919167
LICM19,103.9061,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2022,06/20/2022,4.5696376731,8.8239240010,-4.2542863278,3.0000000000,1.4463926686,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,103.8390,0.0452064224,09/25/2019,1.9000000000,1,0.0002376208,-0.6180611111,0.0454440432,103.9061325189,"",100,2M-3M,1.0000000000,"","","","","","","","",06/17/2022,792,720,720,720,LIC,LICM19,06/17/2019,"","",29.41,28.45,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,3.8033846453,0.1481919167
LIDM19,105.4356,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2023,06/19/2023,6.1149015905,11.6853584019,-5.5704568114,3.0000000000,1.4301119281,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,105.3241,0.0609620227,09/25/2019,1.9000000000,1,0.0003168299,-0.6180611111,0.0612788526,105.4355616268,"",100,2M-3M,1.0000000000,"","","","","","","","",06/16/2023,1056,960,960,960,LID,LIDM19,06/17/2019,"","",38.95,37.76,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,5.3486485627,0.1481919167
LIWM19,106.9036,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2024,06/19/2024,7.5968463213,14.5203281500,-6.9234818287,3.0000000000,1.4304391245,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,106.7632,0.0748273495,09/25/2019,1.9000000000,1,0.0003935158,-0.6180611111,0.0752208653,106.9035643449,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2024,1232,1120,1120,1120,LIW,LIWM19,06/17/2019,"","",48.40,48.17,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,6.8305932935,0.1481919167
LIBM19,109.6426,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2026,06/19/2026,10.3581241697,20.0842454659,-9.7261212962,3.0000000000,1.4527986096,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,109.4588,0.0968999170,09/25/2019,1.9000000000,1,0.0005369480,-0.6180611111,0.0974368650,109.6426261936,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2026,1760,1600,1600,1600,LIB,LIBM19,06/17/2019,"","",66.95,68.51,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,9.5918711419,0.1481919167
LIYM19,113.3496,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2029,06/19/2029,14.0865148468,28.1467319575,-14.0602171107,3.0000000000,1.4985985370,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,112.9987,0.1181541070,09/25/2019,1.9000000000,1,0.0007248966,-0.6180611111,0.1188790036,113.3495747322,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2029,2640,2400,2400,2400,LIY,LIYM19,06/17/2019,"","",93.82,98.83,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,13.3202618190,0.1481919167
LIEM19,131.2574,09/26/2019,11/30/2018,11/30/2018,06/19/2019,06/19/2049,06/21/2049,32.0938618139,73.1857608312,-41.0918990174,3.0000000000,1.6844218828,0.0000000000,0.0000000000,12/19/2019,1.5000000000,09/17/2019,0.0216413000,12/19/2019,0.5470439722,12/17/2019,09/25/2019,130.2092,0.2167461238,09/25/2019,1.9000000000,1,0.0016384321,-0.6180611111,0.2183845559,131.2574161469,"",100,2M-3M,1.0000000000,"","","","","","","","",06/18/2049,5280,4800,4800,4800,LIE,LIEM19,06/17/2019,"","",243.95,287.96,"",201906,06/19/2019,0.8083333333,09/19/2019,0.0420803056,0.7662530278,31.3276087861,0.1481919167
LITU19,102.6153,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2021,09/20/2021,2.6456481560,5.9097279493,-3.2640797933,3.0000000000,1.6569695702,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,102.5691,0.0301755942,09/25/2019,1.9000000000,1,0.0001371836,0.0000000000,0.0303127778,102.6153353782,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2021,506,460,460,460,LIT,LITU19,09/16/2019,"","",19.70,19.81,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,2.6266510449,0.0189971111
LICU19,104.1652,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2022,09/19/2022,4.2123627205,8.7963607823,-4.5839980619,3.0000000000,1.5633731410,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,104.0846,0.0468995412,09/25/2019,1.9000000000,1,0.0002180509,0.0000000000,0.0471175921,104.1652451284,"",100,2M-3M,1.0000000000,"","","","","","","","",09/16/2022,792,720,720,720,LIC,LICU19,09/16/2019,"","",29.32,30.39,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,4.1933656094,0.0189971111
LIDU19,105.6830,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2023,09/18/2023,5.7453942176,11.6494025865,-5.9040083689,3.0000000000,1.5204234702,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,105.5645,0.0621260997,09/25/2019,1.9000000000,1,0.0002969629,0.0000000000,0.0624230626,105.6829711550,"",100,2M-3M,1.0000000000,"","","","","","","","",09/15/2023,1128,1025,1025,1025,LID,LIDU19,09/16/2019,"","",38.83,40.47,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,5.7263971065,0.0189971111
LIWU19,107.1323,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2024,09/18/2024,7.2080294720,14.4757426733,-7.2677132012,3.0000000000,1.5061845251,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,106.9844,0.0754034685,09/25/2019,1.9000000000,1,0.0003726032,0.0000000000,0.0757760717,107.1322534003,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2024,1298,1180,1180,1180,LIW,LIWU19,09/16/2019,"","",48.25,50.68,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,7.1890323609,0.0189971111
LIBU19,109.8421,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2026,09/18/2026,9.9392736268,20.0218680381,-10.0825944113,3.0000000000,1.5107373186,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,109.6500,0.0966441049,09/25/2019,1.9000000000,1,0.0005144047,0.0000000000,0.0971585096,109.8421151172,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2026,1760,1600,1600,1600,LIB,LIBU19,09/16/2019,"","",66.74,71.05,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,9.9202765157,0.0189971111
LIYU19,113.5040,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2029,09/18/2029,13.6221535001,28.0551326878,-14.4329791876,3.0000000000,1.5433517298,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,113.1378,0.1174548016,09/25/2019,1.9000000000,1,0.0006995833,0.0000000000,0.1181543849,113.5039991153,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2029,2640,2400,2400,2400,LIY,LIYU19,09/16/2019,"","",93.52,101.33,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,13.6031563890,0.0189971111
LIIU19,115.5964,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2031,09/18/2031,15.7246964106,33.2088116638,-17.4841152533,3.0000000000,1.5794707227,0.0000000000,0.0000000000,03/18/2020,1.5000000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,115.1411,0.1275384678,09/25/2019,1.9000000000,1,0.0008058429,0.0000000000,0.1283443107,115.5963520999,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2031,2750,2500,2500,2500,LII,LIIU19,09/16/2019,"","",110.70,121.22,"",201909,09/18/2019,0.0666666667,09/18/2019,0.0476695556,0.0189971111,15.7056992995,0.0189971111
LILU19,121.8457,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2034,09/18/2034,22.0471188824,44.0244947617,-21.9773758793,3.2500000000,1.6224256972,0.0000000000,0.0000000000,03/18/2020,1.6250000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,121.2574,0.2002550505,09/25/2019,1.9000000000,1,0.0011324852,0.0000000000,0.2013875357,121.8457313467,"",100,2M-3M,1.0000000000,"","","","","","","","",09/15/2034,3300,3000,3000,3000,LIL,LILU19,09/16/2019,"","",135.46,153.15,"",201909,09/18/2019,0.0722222222,09/18/2019,0.0476695556,0.0245526667,22.0225662157,0.0245526667
LIOU19,127.2155,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2039,09/19/2039,27.4567497022,56.6106654029,-29.1539157007,3.2500000000,1.6737168757,0.0000000000,0.0000000000,03/18/2020,1.6250000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,126.4558,0.2398247007,09/25/2019,1.9000000000,1,0.0014089354,0.0000000000,0.2412336361,127.2155160661,"",100,2M-3M,1.0000000000,"","","","","","","","",09/16/2039,3960,3600,3600,3600,LIO,LIOU19,09/16/2019,"","",174.19,202.62,"",201909,09/18/2019,0.0722222222,09/18/2019,0.0476695556,0.0245526667,27.4321970355,0.0245526667
LIEU19,137.3110,09/26/2019,12/17/2018,12/17/2018,09/18/2019,09/18/2049,09/20/2049,37.6306476520,78.9970280043,-41.3663803523,3.2500000000,1.7018454940,0.0000000000,0.0000000000,03/18/2020,1.6250000000,09/16/2019,0.0214513000,12/18/2019,0.5422411944,12/16/2019,09/25/2019,136.2224,0.3177030277,09/25/2019,1.9000000000,1,0.0019285075,0.0000000000,0.3196315352,137.3110161168,"",100,2M-3M,1.0000000000,"","","","","","","","",09/17/2049,5280,4800,4800,4800,LIE,LIEU19,09/16/2019,"","",243.07,298.84,"",201909,09/18/2019,0.0722222222,09/18/2019,0.0476695556,0.0245526667,37.6060949853,0.0245526667
LITZ19,101.8380,09/26/2019,03/18/2019,03/18/2019,12/18/2019,12/18/2021,12/20/2021,1.8530999871,4.9092516997,-3.0561517127,2.5000000000,1.5563225821,0.0000000000,0.0000000000,06/18/2020,1.2500000000,,,03/18/2020,,12/16/2019,09/25/2019,101.7900,0.0150241260,09/25/2019,1.9000000000,1,0.0000952639,0.0000000000,0.0151193899,101.8379805972,"",100,,,"","","","","","","","",12/17/2021,594,540,540,540,LIT,LITZ19,12/16/2019,"","",19.64,23.52,"",201912,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,1.8530999871,0.0000000000
LITH20,100.5348,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2022,03/18/2022,0.5375038063,3.4167508285,-2.8792470222,1.7500000000,1.4746999538,0.0000000000,0.0000000000,09/18/2020,0.8750000000,,,06/18/2020,,03/16/2020,09/25/2019,100.4852,0.0027083264,09/25/2019,1.9000000000,1,0.0000257482,0.0000000000,0.0027340746,100.5347697317,"",100,,,"","","","","","","","",03/17/2022,594,540,540,540,LIT,LITH20,03/16/2020,"","",19.52,23.35,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,0.5375038063,0.0000000000
LICH20,100.8957,09/26/2019,06/17/2019,06/17/2019,03/18/2020,03/18/2023,03/20/2023,0.8998206525,5.1048414301,-4.2050207776,1.7500000000,1.4415308412,0.0000000000,0.0000000000,09/18/2020,0.8750000000,,,06/18/2020,,03/16/2020,09/25/2019,100.7985,0.0040836090,09/25/2019,1.9000000000,1,0.0000423606,0.0000000000,0.0041259696,100.8956946829,"",100,,,"","","","","","","","",03/17/2023,858,780,780,780,LIC,LICH20,03/16/2020,"","",29.17,31.76,"",202003,#NA,0.0000000000,#NA,0.0000000000,0.0000000000,0.8998206525,0.0000000000
